ID,  Title,  Webindex,  Company,  Description,  Label
00647,  advertising sales account manager,  71288404,  Sue Ross Recruitment,  established successful specialist firm seek proactive sale professional join small dedicated team responsible selling range advertising product established quarterly trade publication manage portfolio current customer selling advertising administering account role requires personal responsibility providing high quality efficient service potential client seek candidate high level initiative selfmotivation whilst building rapport customer expected discus advertising option sending detail price follow decision overcome negotiate objective aim close sale successful candidate match confident cold calling professional confident phone manner excellent relationship building skill conversant m office ideally adobe photoshop due number application receive unable provide individual feedback applicant assume hear hour application unsuccessful occasion opportunity expressing interest role search employment,  Sales
00648,  media sales account executive niche multimedia,  69989027,  Ad Lib,  hunt talented medium sale account executive good commercial experience sell medium advertising solution highly influential wellestablished niche medium organisation focussing business generation consultative sale provide medium marketing advertising solution sme specialist office rich portfolio medium product drawing includes online digital advertising emarketing print advertising social medium giving opportunity make profitable connection reservation objection handling nature addition sale focussed person eye detail good head number possess minimum class degree ve medium sale advertising sale experience huge bonus responsible meeting set revenue target telephone face face sale exhibition conference addition aptitude hunting business strong ability manage client relationship awareness cross sell upsell launching innovative progressive forward thinking medium company path fantastic exciting career fast paced advertising world basic salary bonus benefit office email cv today show perfect role job originally posted www totaljobs jobseeking job,  Sales
00649,  business development manager leading financial lending plc,  68256188,  Unknown,  business development manager leading financial lending pa bonus opportunity market leader home collected credit today economic climate business growing happy fact tough time people trust offer financial product put control responsible approach lending mean continue sound profitable great news career offer stability opportunity business development manager role business development manager ll monitor provide structured support group selfemployed agent lend collect behalf good communication analytical motivational skill essential ll visiting customer home responding individual naturally ability deal variety circumstance management information decision making tool play large part role excel skill developed don worry don previous experience financial service sector ll give comprehensive induction expect ongoing management development programme skill knowledge role varied succeed hold full driving licence access vehicle work return ll offer competitive salary package bonus day holiday pension generous mileage allowance candidate provide proof eligibility work uk requested equal opportunity employer worked lending sale senior sale executive financial service loan underwriter field sale executive relationship manager application statement applying role give express consent process submit subject required skill application client business development manager role uk's online recruitment agency created,  Sales
00650,  solution marketing manager,  72234499,  DEVONSHIRE APPOINTMENTS LTD,  client global provider outsourced communication business service employee billion turnover provide range product service largest company world division focus consumer information management client help company manage analyse wide range consumer data turn source insight senior product manager develop market leading solution product portfolio reflects market requirement positioned promoted meet agreed objective candidate working key responsibility understand analyse service offering current market position assess future market trend requirement manage entire lifecycle monitor performance unexpected return investment manage solution strategic development process external internal audience develop communicate pricing strategy develop compelling sale conjunction marketing communication team provide input strategic planning process annual budgeting process manage relationship party vendor candidate requirement minimum year experience product management role experience working business service organisation experience working consumer data data analysis experience pricing product lifecycle management salary car allowance bonus job originally posted www totaljobs jobseeking job,  Sales
00651,  senior account executive sales,  69799803,  Boyce Recruitment,  client global leader online market research industry full suite data collection service including specialty panel custom panel mobile survey digital ad tracking deliver complete online research due expansion additional member sale team uk position focused business business development account management energetic individual strong knowledge understanding research research process quantitative online panel based research client facing individual extensive experience pitching closing deal managing busy key account fast paced role dealing high volume daily transaction individual sell online consumer panel service market research consulting enterprise account working interesting client pay basic circa ote fantastic time join continuing grow additional member team current team dynamic hard working role reporting sale director job originally posted www totaljobs jobseeking job,  Sales
00652,  liverpool sales assistant,  68688500,  Liverpool Marketing Solutions,  liverpool sale assistant client seeking sale assistant based liverpool area customer acquisition focusing customer sale brand management retention meeting daily sale target completing sale report submitting manager daily sale assistant opening suit detailed organisation skill communication skill writing planning administration skill previous experience sale advantage training provided personality exceed target key sound apply line request client applicant age eligible work uk start send cv selected applicant contacted hour arrange appointment average earning week average based completed individual sale provide ongoing product training empower develop earning potential make money job originally posted www totaljobs jobseeking job,  Sales
00653,  sales executive,  72460729,  Cooper Golding Ltd,  job title sale executive location salary uncapped commission company client leading independent consultancy specialising reducing corporate mobile communication fixed line telecom cost partner major network provider strong relationship leading company telecom sector exceptional telesales executive derive database cold calling year sale experience tenacity desire passion succeed close deal account manage client board maximising spend increasing bonus internal sale executive target market sme sector required meet monthly sale target developing business opportunity establish customer base cold calling candidate expected account manage client base customer retention paramount committed delivering customer experience client return return receive competitive basic salary uncapped commission industry specific training intensive week training opportunity earn lucrative salary location,  Sales
00654,  territory sales manager medical sales executive,  68257449,  BMS Sales Specialists LLP,  territory sale manager medical sale executive acute care device car london essex company holding majority market share uk renowned europe independent medical sale organisation seek territory sale manager cover london essex manufacture acute care product including monitor kit blood replacement therapy item territory sale manager selling icu department nh hospital specialist support therapy specialist full month training programme expanding company give tool order succeed highly demanding exciting medical sale role person successful sale candidate skill strong field sale background sold medical device theatre cardiology icu knowledge acute care product highly preferred focused dedicated sociable significant training package basic salary commission fully expensed company car mobile ipad pension healthcare life assurance day holiday bm leading recruitment consultancy specialising sale recruitment established bm achieved nationwide presence number regional centre head office egham ideally located service candidate client alike london south east offering medical sale job trainee sale representative sale executive nurse advisor area sale manager territory manager account manager opportunity corner uk conveniently located committed meet potentially suitable applicant face face organisation consists highly focused team aimed specific market sector enabling deliver service directly tailored visit website www bmsuk alternatively contact specialist medical sale consultant oliver fox tom pringle job originally posted www salestarget uk jobseeking job,  Sales
00655,  sales engineer measuring metrology products,  70520065,  Midas Selection Limited,  sale engineer measuring metrology product salary basic uncapped commission structure achievable location west sussex client leading manufacturer measuring metrology system product urgent requirement sale engineer west sussex area enthusiastic dedicated instrumental making company great success enjoying healthy order book employee committed providing solution customer challenge team ethic ensures achieved role requirement sale engineer strong application bias based south east role involves covering south uk involve extensive software based product demonstration presentation predominately engineering manufacturing industry customer base cover industry sector automotive aerospace medical work office follow customer demonstration develop solution candidate ideally candidate proven sale record engineering industry preferably metrology measuring equipment client candidate engineering support role move sale role successful applicant selfmotivated ability communicate level effectively demonstrate software based system pc literate cad cam experience advantage full product training system software supplied sale tool attractive salary achievable commission structure ford galaxy company car benefit applicant,  Sales
00656,  car van sales executive,  67970848,  Vision Recruitment and Development Ltd,  job title business centre car van sale executive location derby salary ote based client derby dealership identify develop business opportunity designated area successful role motivated excellent communication interpersonal organisation skill capability generate lead face face communication marketing system possess full clean driving licence,  Sales
00657,  vehicle purchaser car sales,  72232029,  Assured Recruitment Solutions,  vehicle purchaser car sale southport bonus ote year summary challenging exciting rewarding opportunity work uk leading car buying service vehicle purchaser managing branch business basic salary open bonus structure offer genuine ote year role perfect confident outgoing business minded people build rapport customer discipline focus run branch effectively note experience working automotive industry essential comprehensive training provided company leading player uk car buying industry business recognisable powerful established year ago objective customer sell car quickly safety easily ambitious business growing presence uk role role responsible purchasing vehicle directly customer initially make online introductory telephone call build initial relationship meet customer branch inspect vehicle excellent customer service skill work customer buy car directly responsible effective professional management branch managing prioritising workload diary ensuring deliver class customer experience customer vehicle purchaser responsibility proactively seeking generating customer branch note experience working automotive industry essential comprehensive training provided challenging role feel running business people foremost confidence discipline drive determination manage branch people selfmotivation hunger achieve succeed great business whilst automotive experience essential essential worked customer focused environment strong rapport building customer service skill engage customer order sell vehicle important process driven good number high level mental required process lot information quickly foot whilst supported area manager comfortable working salary basic bonus year ote top performer earning hour day include saturday sunday weekday pm saturday pm sunday pm job originally posted www totaljobs jobseeking job,  Sales
00658,  area sales manager building construction,  70597879,  Market Leading Manufacturer Due to the sheer volume of applications we are receiving we are unable to reply to applicants who we deem unsuccessful. We are also unable to assist anyone who does not have relevant external product sales experience within the Building and Construction Industry,  title area specification manager package bonus car benefit role selling full range building product architect specifier contractor project led basis person sold technical construction product project led basis architect specifier contractor area london hertfordshire essex cambridgeshire norfolk suffolk bedfordshire buckinghamshire berkshire kent surrey hampshire east sussex west sussex company market leading manufacturer due sheer volume application receiving unable reply applicant deem unsuccessful unable assist relevant external product sale experience building construction industry,  Sales
00659,  software sales microsoft epsom ote,  72673887,  Penguin Recruitment,  software sale microsoft epsom uncapped ote role software sale work dynamic successful provider solution biggest company customer global basis perfect opportunity client pound turnover organisation ethos client expectation reputation strength strength continued growth success number opportunity award winning software sale team working externally internally defined list account developing strengthen relationship closing deal sourcing business opportunity full degree sale role opportunity represents variety complete job satisfaction growth opportunity successful software sale executive depth knowledge microsoft licensing ideally mcp experience sam beneficial role client facing prior field sale experience alongside excellent communication skill information vacancy sale call nishan informal chat alternatively email nishan uk penguin recruitment consultancy permanent position keywords sale executive mcp account executive field sale sale account manager sale consultant reseller senior account manager sale director commutable location london bromley croydon enfield romford harrow southall ealing richmond job originally posted www salestarget uk jobseeking kote job,  Sales
00660,  business development executive,  72691163,  Finlay James Associates Limited,  amazing role year sale experience preferably technology sector essential client specialise managed print service high production printer copier business role selling sme bluechip organisation london kent surrey sussex expected generate annum driven ambitious personable great track record sale great potential achieve role backed telesales support team dedicated generating lead opportunity sale executive interested contact,  Sales
00661,  emea business development manager,  69577650,  UKStaffsearch,  fastmarkets leading global provider metal price impartial independent breaking news research exciting expansion phase grow london based business development team individual ideally european language increase market share key responsibility required role demonstrate understanding market company operates depth knowledge company product confidence potential prospect ability demonstrate company product effectively sell data feed line sale director direction strategy successful application speak italian ideally language essential experience selling financial based information service excellent sale negotiation skill context demonstrate strong drive enthusiasm excellent communication people skill verbally writing ability work pressure strong eye detail fastmarkets area global provider metal price impartial independent breaking news research established year office usa asia basic ote uncapped benefit application reviewed michael page aware receive high volume application role advertised regularly receive application candidate exceed job credential contact day selected interview specific uk qualification required account overseas equivalent michael page world leading recruitment consultancy job originally posted uk jobseeking job,  Sales
00662,  machine sales rep construction equipment uncapped ote,  71848552,  Web Recruit Ltd,  machine sale rep construction equipment uncapped ote slough berkshire office field based covering international territory uncapped ote fully expensed international travel pension based slough client largest caterpillar dealer world acting official dealer east west africa middle east western siberia offer customer complete range power generation construction mining material handling equipment growing rate yearonyear emerging market client plan double size year opportunity arisen machine sale rep join team ideal role high calibre sale professional proven track record heavy construction environment develop career multinational company perfect opportunity sell premium product recognised caterpillar dealer whilst extensive international travel machine sale rep responsible selling caterpillar construction equipment international market study market analyse possibility collect information demand product key role determine potential prospective customer prepare contract inception execution include defining type contract discussing term condition supply producing documentation solving discrepancy analysing documentation customer duty include organising accurate uptodate computerised customer database keeping regular contact customer reviewing contract term preparing documentation renewal analysing volume sale reporting head department preparing participating fair tender exhibition considered year experience selling heavy construction equipment machine sale rep possess excellent communication presentation negotiation skill equally important ability work pressure problem solving attribute whilst essential knowledge caterpillar product beneficial application engineering background engineering degree qualification advantageous apply role machine sale rep construction equipment apply button shown vacancy advertised web recruit service advertised web recruit employment agency additional keywords machine sale rep construction equipment regional field sale executive regional business development executive business development executive business development manager bdm sale executive field sale representative area sale executive construction sale executive job originally posted www totaljobs jobseeking job,  Sales
00663,  senior brokers london basic ote,  68257221,  Zest 2 Recruitment,  client successful uk alternative investment company london grow expand team enabling control market end situated heart capital offer large portfolio investor database rare metal property wine investment interested taking senior broker interested selling rare metal energetic ambitious posse skill sell touch today interview week job week role contact recruitment job originally posted www salestarget uk jobseeking kbasic kote job,  Sales
00664,  dr account manager fantastic strategic role,  71750603,  Ultimate Asset,  role industry leading role working great agency range stunning account reporting head performance supported medium executive dedicated performance analyst play key role department main clientfacing contact number account manage team's output deliver outstanding work client service entail attending presenting client meeting business strategy medium recommendation marketplace competitor trend evaluation responsible managing output extended team start finish mean delegating task performance team based capacity briefing press tv ooh digital buyer ensuring high quality work delivered fully answer client's determined budget requirement genuine interest performance marketing role requires progress career supported love challenge passion medium requirement include multimedia planning experience performance focus full understanding planning process briefing reporting campaign analysis experience ability deliver firstclass post campaign analysis presentation medium proposal confident proficient front client strong communication skill email phone organised approach managing work work extended team busy role demonstrate strong prioritisation personal admin skill individual quickly strong relationship client internal colleague medium owner great chance join fantastic agency brilliant client company working fastest growing medium agency london part large agency group agency produced huge amount industry leader reputation cleaning award attracting global offering staff clear defined career path forward thinking make people fantastic opportunity contact james stevenson linkedin search james stevenson number exciting manager opportunity love chat medium agency,  Sales
00665,  regional sales manager industrial solutions,  71198896,  SRS Consultancy Services Limited,  regional sale manager industrial solution scotland global manufacturer market leader uk business growing approximately year country continuing invest product development acquisition due expansion experienced industrial sale person continue impressive level growth scotland role promote range system application variety industry including oil gas petrochem utility food drink utility dealing variety engineering purchasing contact focus develop business existing account host product market year territory exceeded budget year expect growth person ideally sale person understanding core market oil gas petrochem general process application considered strong technical candidate exposure sale career opportunity offer medium term reward basic salary offer bonus scheme add annum package company car private healthcare contributory pension scheme apply position handled preferred scottish recruitment partner sale recruit scotland submit application online contacting robert sale recruit scotland great sale people great company recruit level internal sale sale executive sale engineer area sale manager territory sale manager business development manager regional sale manager national sale manager sale director candidate interviewed process ensure vacancy advertised sale recruit scotland service offered sale recruit scotland employment agency,  Sales
00666,  telesales advisor,  71677705,  Adecco Group,  adecco working partnership leading specialist training provider order recruit highly motivated business business sale professional join team role based city centre glasgow close distance major transport link successful candidate role previous background business business sale highly commercial organisation beneficial professional training legal education event due nature role successful candidate ability initiate develop strong customer relationship confidence negotiate generate revenue duty responsibility include limited negotiate highest sale price provide comprehensive sale analysis line management order continually improve sale process interact develop existing client relationship work strict kpi's target line establish business relationship apply role cv attached apply link adecco equal opportunity employer adecco acting employment agency relation vacancy job originally posted www totaljobs jobseeking job,  Sales
00667,  technical account manager,  71171000,  Moriati Media UK Ltd,  technical account manager comm client leading medium monetisation platform recruit technical account manager join vibrant team based london client online content service platform publisher ad network pure online player benefit client solution technical account manager support commercial director sale process technically aware handling requirement client opening demo account working prototype ensuring major technical aspect partnership driven passionate ensure technical met accurately effectively enthusiasm build strong rapport client aim top task demand involved product training feature released introducing idea market experience working key european market multiple language preferred italian spanish french advantageous potential work office europe knowledgeable industry market enabling aware competitor trend xml html javascript actionscript experience troubleshooting client technical issue drive vision part exciting organisation apply key responsibility technical account manager include main point contact client technical support provide solution develop deep understanding client strategic objective deliver pre sale technical consultation commercial team handle client roadmap driving analysis resolution complex technical issue manage customer training proactive product development board meeting representing client client live conjunction client relation team quality technical account manager include previous significant experience medium internet advertsing monetisation understanding online video proven background building deep relationship complex client account management sale company experience client facing ad technology role multiple language preferred italian spanish essential french optional experience working key european market preferred strong knowledge xml html javascript actionscript experience troubleshooting client technical issue uk ad operation online publisher contact excellent communication presentation skill confident telephone facetoface manner eligible work uk apply position job originally posted www salestarget uk jobseeking job,  Sales
00668,  business development managers client relationship managers,  66887344,  Networx Recruitment,  motivated sale driven business development manager client relationship manager join award winning company based leeds east midland basic salary depending skill extensive benefit package benefit include uncapped commission bonus established bdm earn figure salary monthly mobile phone allowance business mileage laptop benefit package including pension health care scheme networx provider end end recruitment solution possess reputation delivery innovative product pioneering service hr arena year running awarded company star accreditation recognising networx top company work celebrating year market leader industry instrumental changing company recruit delivering bespoke recruitment solution meet demand challenge client due ambitious growth plan brings launch exciting additional product service existing client relationship gain competitive advantage developing business product portfolio deliver exceptional service entire recruitment process candidate talent management social medium strategy applicant tracking system exciting time business business development manager client relationship manager role fantastic opportunity combine business development account management skill requires highly consultative approach ability deliver complex solution hr decision maker highly professional manner targeting company designated geographical area selfstarter ability seek business opportunity latest business development method experience desire make client appointment successful candidate ideally located leeds area role requires spend minimum day office fully supported regional sale manager ensure success time spent visiting target client designated territory travel consideration candidate living east midland area travel leeds office monday friday weekly basis motivation discipline required work initiative team interaction highly important support team manager ensure success offer comprehensive training continual training development plan addition competitive basic salary benefit package reward success uncapped commission structure designed maximise earning potential progression opportunity successful individual,  Sales
00669,  sales assistant start instore promotion,  69671186,  A R Events,  sale assistant start promotion newcastleupontyne event newcastle marketing sale assistant start immediately marketing sale experience required offer product training workshop ongoing guidance support simply people year age eligible work uk commute newcastleupontyne daily average customer service skill client increase market share brand awareness newcastleupontyne northumberland area provide customer daily basis place heavy foot traffic shopping centre train explain option answer question complete contract sale assistant enjoy working customer outgoing personality attract customer attention work independently part team interest marketing sale business pride work ethic earnings growth full time hour put dress smart professional attitude meet customer facetoface month ll expanding additional market growth opportunity people lead manage campaign sale assistant client fastpaced structured business development programme place people produce result interest growing industry send cv today multiple event sale assistant fill ve selection process send cv laura online application process aim contact successful applicant working day email phone include current contact detail selected applicant invited spend partial day observing marketing sale assistant action final decision reached,  Sales
00670,  business development executive field sales dartford,  72457901,  David Miles Associates,  position business development executive field sale dartford salary kbasic ote car ben location dartford territory se hungry ambitious business sale professional company firmly established industry people proven success business excellent customer service focus opportunity build long term career part continued success representing premium service provider impressive range environmental hygiene service solution role generate business opportunity south east london area selling sme sector selling contractual sale environmental sector emphasis service solution successful candidate proven successful business sale track record month year field sale experience polished articulate communicator ideally service led sector experience contractual sale advantageous driven aspect role planning organizing week cold calling potential customer adapt client build business development background service related industry cleaning logistics environmental service contract sale advantageous working role requires round sale professional drive energy ideal role key word service control contract hire business development field sale cold calling business job originally posted www totaljobs jobseeking job,  Sales
00671,  play area attendent,  70599432,  Riverside Farm,  supervising child soft play area serving soft drink food snack keeping area clean tidy successful applicant required provide standard disclosure disclosure expense met applicant hour day pm apply email cv uk telephone,  Sales
00672,  sales representative,  62269820,  A for Appointments Recruitment,  client global manufacturer expanding uk market additional professional sale person join existing team based sheffield offer excellent training opportunity travel uk globally fantastic benefit work high profile client world successful applicant trained sell company product prepare action plan identify target market follow lead prepare presentation proposal develop long lasting relationship identify resolve client issue attend exhibition trade show ideal candidate excellent command english language ability influence ideally educated degree level sale marketing experience prepared travel uk abroad clean driving license year month experience external sale educated professional ambitious driven apply role email cv,  Sales
00673,  norwegian speakers needed urgently,  71633491,  mgi recruitment,  norwegian speaker skill good interpersonal skill energetic customer oriented client global service operating thinking working ideal opportunity sound good ahead send cv kayesa mgirecruitment role meet exceed monthly business sale target call lead provided followup close lead generation nurturing followup close articulate client product potential client securing longterm successful customer relationship proactive daily account management crm salesforce requirement strong knowledge telemarketing telesales process proven track record required adept qualifying lead contact prioritizing pipeline deal closing expand relationship existing account maximize growth opportunity additional mean ensure customer client good understanding decision making structure larger company solid comprehension ecommerce online marketing social medium fluent language work permission eu ability full responsibility structuring prioritizing time ability thrive performance oriented international environment short sale cycle apply job good ahead send cv email kayesa mgirecruitment,  Sales
00674,  online lead generation specialist,  71339723,  CVbrowser,  online lead generation specialist enthusiastic online lead generation specialist excellent internet research administration skill good attention detail strong people skill required join top uk construction company based headoffice stoke trent online lead generation specialist research manage provision qualified lead uk business full training provided responsibility internet business tender opportunity work closely relevant stakeholder provide lead relevant documentation liaise potential client procure relevant document assist team tender process input data company's crm oversee opportunity ensure relevant member organisation proactively skill experience confident internet search engine research purpose strong skill word outlook excel excellent communication skill written verbal good teamworking skill strong work ethic ambition win business drive company forward exciting opportunity online lead generation specialist join long established company awarded investor excellence standard excellent base salary generous benefit successful candidate forward varied rewarding career company equal opportunity employer welcome application area community,  Sales
00675,  venue fundraiser,  66600427,  Axis Associate Consultants,  venue fundraiser commission corridor essex kent east sussex role strong sale people work stand store supermarket london role involves face face contact customer base actively speaking member public promote charity fundraising customer attention role involves bank detail sign direct charity representing direct debit set twelve month role stand talk build instant rapport people meet starter enthusiasm resilience hit sale target enjoy uncapped earning potential great job satisfaction candidate previous experience venue sale street fundraising door door sale sale experience application considered vehicle needed role candidate work flexible hour evening weekend work occasionally involved role brings true sense achievement making real difference excel apply,  Sales
00676,  sales business development,  67895483,  Adecco,  experienced sale person experience selling excellent communication skill tenacious driven personality great opportunity join fantastic company selling product return offered excellent commission great benefit candidate experience solid work history good skill excellent communication objection handling skill taking mixture inbound call making outbound call increase company revenue working hour pm monday friday adecco acting employment agency relation vacancy,  Sales
00677,  lettings manager,  68686791,  AMR   Home Counties North,  client professional forward thinking estate agency hertfordshire reputation fantastic opportunity experienced letting manager management department candidate year letting experience motivated ability progress branch experience managing staff good skill motivate staff position competitive basis salary commission ote considered role call warren email cv warren uk job originally posted www totaljobs jobseeking job,  Sales
00678,  shop sales assistant,  69147324,  Harry Edwards Healing Sanctuary Ltd.,  harry edward healing sanctuary based shere requires shop assistant hour week require flexibility successful candidate main duty sale received client stock holding agreed level ordering approved supplier maintain monthly stock holding spreadsheet forward operation manager finance manager end month update client database record sale received ensure monies received shop sale accordance instruction finance manager man shop charity event accordance instruction operation manager assist trading company event operation manager salary hour send cv covering letter operation manager harry edward healing sanctuary hook shere,  Sales
00679,  business development executive theale,  68608728,  Penguin Recruitment Ltd,  business development executive theale penguin recruitment recruiting world's leading supplier security service public sector large enterprise bluechip client europe global brand including microsoft blue cisco check point client provide awardwinning solution specifically tailored client's requirement client seeking business development executive join thriving uk acquisition business team part aggressive continual development european sale role business development executive proactively identify business opportunity business territory add organisation's thriving client base business development executive telephonebased essential strong telephone manner successful track record sale ideally selling security product role ideal opportunity individual step sale career join organisation keen invest professionally financially staff essential applicant passion drive hunger perform high volume call day boast strong resilient character manage activity business development candidate requirement essential candidate minimum classification business degree passion develop sale minimum year telemarketing telesales account management sale executive experience working reseller marketing agency distributor vendor system integrator successful demonstrable track record business coldcalling sale proactive consultative sale approach genuine desire develop account management team leader field sale role commutable distance theale ideally uk's driver licence essential total remuneration starting salary realistic contributory pension bupa private healthcare life insurance day holiday free parking sale training accredited product training accredited system training email copy cv nav uk alternatively call nav information suitable job title internal sale sale executive account executive telesales account manager sale advisor sale consultant sale graduate sale telesales executive sale executive telemarketing executive commutable location wokingham basingstoke fleet oxford newbury reading bracknell maidenhead slough berkshire hampshire southampton basingstoke fareham portsmouth eastleigh winchester salisbury waterlooville,  Sales
00680,  home based bdm advanced surveillance solutions,  72578233,  Fairford Associates,  client innovative technology based company formed decade ago ireland utilise advanced technology provide unique remote visual surveillance solution service sold client ireland uk africa middle east united state technology range application high worth individual residence commercial application construction site wind meaning large potential client base company's service conventional cctv monitoring service service provided completely managed basis inhouse company monitor service update required system monitored purpose built communication hub team trained paid personnel provide tailored response agreed client intruder technology mean long conventional system include warning real time operative identifying intruder site contact police conventional security system upfront cost client service paid fixed fee daily basis added cost offer attractive financial operational benefit conventional cctv monitored site contact detail client strong established base ireland uk arm company effectively technology start creativity entrepreneurial valued boundary culture suit candidate work defined framework,  Sales
00681,  commercial sales executive bristol motor trade,  69056135,  Perfect Placement,  automotive motor trade job commercial sale executive required bristol salary basic ote annum term full time permanent motor trade job automotive vacancy automotive light commercial vehicle sale executive required bristol client recruit experienced professional light commercial vehicle sale executive extremely busy branch previous working experience commercial vehicle sale person commercial dealer main driving force success company vital factor development growth company responsibility maintaining developing existing account generating sustaining vehicle sale develop positive relationship customer manufacturer passion product sold experienced highly motivated enthusiastic individual challenging rewarding career perfect career move proven track record commercial vehicle sale knowledge local national marketplace strong deal closer excellent communication skill ability drive sale forward basic bonus ote due high volume application received contact skill set experience match specific criterion set client apply send cv james stating commercial sale bristol job ref follow twitter http twitter perfect placement uk employment agency acting employment act employment agency act copyright perfect placement uk limited transmission part advert medium perfect placement uk prior written permission result criminal civil action,  Sales
00682,  assistant car sales manager bristol,  69000079,  Hot Recruitment,  assistant car sale manager bristol client motoring group consisting dealership country recruiting assistant car sale manager join bristol branch personable enthusiastic individual assist leading motivating team sale executive sell vehicle including car addition maximising sale local business market role assistant car sale manager organised ability manage time effectively possess excellent interpersonal customer facing skill versed building effective working relationship motivating continuously improve business knowledge motor industry proven track record achieving ambitious sale target step management similar experience comparable role candidate full clean uk driving licence reward assistant sale manager rewarded basic salary pa ote annum brand company vehicle pension enhanced holiday entitlement opportunity develop sustainable successful career ready drive success deliver star performance apply vehicle sale experience full clean driving licence education equivalent positive flexible approach apply note accordance hot recruitment consultant recruitment consultancy process shortlisted cv hiring manager client business applying position give consent application role assistant car sale manager considered provided full cv detailing similar recent work experience date employment ensure contact number residential address detail cv eligibility work uk full valid uk driving licence note suitable applicant contacted incomplete cv considered forward hearing sale management car sale assistant manager automotive motor retail vehicle,  Sales
00683,  field sales executive derby,  70256074,  First Selection,  field sale executive ote car mobile ipad derby work largest regional news medium owner uk solid background field sale digital medium advertising industry highly motivated commission success passion sector role client offer established recognised medium brand uk due continued product expansion seek experienced field sale executive join team focusing initially business client role bring revenue act account manager designated marketplace ensuring performance revenue customer service business development target consistently achieved excellent opportunity major role market leading company progression solid career development role requires resilient sale person territory knowledge consultative sale approach possess skill hunger business send cv covering letter uk selection sale recruitment wellestablished marketleading executive sale recruitment company based bristol offering national service specialises sale recruitment executive search preferred supplier uk dynamic organisation vacancy level including field sale sale manager head sale sale executive account manager telesales executive telesales consultant key account manager business development manager account director sale director advertising manager sale representative agency account manager area sale manager territory manager sale trainer sale coach graduate view live vacancy www uk call friendly team job originally posted www totaljobs jobseeking job,  Sales
